ans.dynamics.rms.Mean,ans.dynamics.rms.Std,fluctuation.peak.PeakPosMean,fluctuation.peak.PeakMagMean,fluctuation.centroid.Mean,rhythm.tmp.onsets.PeakPosMean,rhythm.tmp.onsets.PeakMagMean,rhythm.tempo.Mean,rhythm.attack.time.Mean,rhythm.attack.slope.Mean,spectral.centroid.Mean,spectral.centroid.Std,spectral.brightness.Mean,spectral.brightness.Std,spectral.spread.Mean,spectral.spread.Std,spectral.skewness.Mean,spectral.skewness.Std,spectral.kurtosis.Mean,spectral.kurtosis.Std,spectral.rolloff95.Mean,spectral.rolloff95.Std,spectral.rolloff85.Mean,spectral.rolloff85.Std,spectral.spectentropy.Mean,spectral.spectentropy.Std,spectral.flatness.Mean,spectral.flatness.Std,spectral.roughness.Mean,spectral.roughness.Std,spectral.irregularity.Mean,spectral.irregularity.Std,spectral.mfcc.1.Mean,spectral.mfcc.1.Std,spectral.mfcc.2.Mean,spectral.mfcc.2.Std,spectral.mfcc.3.Mean,spectral.mfcc.3.Std,spectral.mfcc.4.Mean,spectral.mfcc.4.Std,spectral.mfcc.5.Mean,spectral.mfcc.5.Std,spectral.mfcc.6.Mean,spectral.mfcc.6.Std,spectral.mfcc.7.Mean,spectral.mfcc.7.Std,spectral.mfcc.8.Mean,spectral.mfcc.8.Std,spectral.mfcc.9.Mean,spectral.mfcc.9.Std,spectral.mfcc.10.Mean,spectral.mfcc.10.Std,spectral.mfcc.11.Mean,spectral.mfcc.11.Std,spectral.mfcc.12.Mean,spectral.mfcc.12.Std,spectral.mfcc.13.Mean,spectral.mfcc.13.Std,spectral.dmfcc.1.Mean,spectral.dmfcc.1.Std,spectral.dmfcc.2.Mean,spectral.dmfcc.2.Std,spectral.dmfcc.3.Mean,spectral.dmfcc.3.Std,spectral.dmfcc.4.Mean,spectral.dmfcc.4.Std,spectral.dmfcc.5.Mean,spectral.dmfcc.5.Std,spectral.dmfcc.6.Mean,spectral.dmfcc.6.Std,spectral.dmfcc.7.Mean,spectral.dmfcc.7.Std,spectral.dmfcc.8.Mean,spectral.dmfcc.8.Std,spectral.dmfcc.9.Mean,spectral.dmfcc.9.Std,spectral.dmfcc.10.Mean,spectral.dmfcc.10.Std,spectral.dmfcc.11.Mean,spectral.dmfcc.11.Std,spectral.dmfcc.12.Mean,spectral.dmfcc.12.Std,spectral.dmfcc.13.Mean,spectral.dmfcc.13.Std,spectral.ddmfcc.1.Mean,spectral.ddmfcc.2.Mean,spectral.ddmfcc.3.Mean,spectral.ddmfcc.4.Mean,spectral.ddmfcc.5.Mean,spectral.ddmfcc.6.Mean,spectral.ddmfcc.7.Mean,spectral.ddmfcc.8.Mean,spectral.ddmfcc.9.Mean,spectral.ddmfcc.10.Mean,spectral.ddmfcc.11.Mean,spectral.ddmfcc.12.Mean,spectral.ddmfcc.13.Mean,timbre.zerocross.Mean,timbre.zerocross.Std,timbre.lowenergy.Mean,timbre.spectralflux.Mean,timbre.spectralflux.Std,class
0.82289,0.56936,3.42902,258.83683,4.41514,0.14711,0.08511,76.28062,0.124,2.77114,10.83649,1.94279,0,0,12.53675,0.96412,1.05657,0.09256,3.7181,0.35956,31.85298,3.01217,17.93205,5.54768,0.66088,0.03168,0.27561,0.10303,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88689,2.97135,0.57095,0.4457,0.49515,class1
0.81062,0.58673,3.43033,263.44281,4.4192,0.26552,0.83772,79.83466,0.12077,3.69934,10.90179,2.14502,0,0,12.54119,0.93921,1.05812,0.09147,3.72809,0.35405,31.90541,3.13492,18.06313,5.67497,0.66104,0.03127,0.27771,0.1019,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83472,2.83049,0.56594,0.43819,0.49182,class1
0.84173,0.54227,3.38967,276.17302,4.33108,0.14942,0.72856,69.53349,0.1424,3.21443,10.85506,1.98365,0,0,12.54957,0.97247,1.05665,0.09178,3.72052,0.35733,31.85096,3.00732,17.87207,5.4874,0.66111,0.03198,0.277,0.10413,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90428,2.93535,0.53589,0.45281,0.50106,class1
0.81134,0.58489,3.40874,258.87664,4.17619,0.13569,0.95938,71.76245,0.1072,3.52582,10.81156,1.8648,0,0,12.5339,0.96231,1.05772,0.08345,3.71664,0.33831,31.75063,2.754,17.86467,5.47991,0.6603,0.02974,0.27472,0.1009,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,3.21001,0.55092,0.43558,0.50323,class1
0.82255,0.57004,3.37655,303.91164,4.3134,0.08474,0.64868,85.55679,0.13858,3.71206,10.77423,1.64778,0,0,12.52947,0.97225,1.05543,0.08617,3.70629,0.35319,31.7987,2.87859,17.92433,5.53999,0.66084,0.03147,0.27278,0.10195,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97385,3.035,0.5576,0.42032,0.49314,class1
0.87278,0.48933,0.83635,164.49515,4.06941,0.31469,0.16104,143.26149,0.21312,4.3442,10.67928,1.79792,0,0,12.41811,0.93114,1.04168,0.0883,3.64035,0.36128,31.74562,2.74061,17.39879,4.96087,0.65724,0.02923,0.24859,0.1098,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74777,2.69114,0.63439,0.38062,0.49446,class1
0.83087,0.5589,3.39732,260.62268,4.2227,0.14532,0.66942,72.05045,0.11289,3.40766,10.83884,1.93226,0,0,12.54348,0.98187,1.0546,0.08903,3.70953,0.34966,31.88131,3.07923,17.96612,5.58136,0.66092,0.03132,0.27478,0.10478,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99124,3.05916,0.54591,0.45672,0.51613,class1
0.82622,0.56401,3.39246,260.61516,4.27018,0.09012,0.23122,67.20745,0.11671,2.67856,10.81179,1.77581,0,0,12.56057,1.00302,1.05709,0.0885,3.72012,0.35114,31.93163,3.1942,17.90583,5.5215,0.66125,0.03268,0.27903,0.10216,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,3.15298,0.56594,0.45849,0.51524,class1
0.83152,0.55717,3.41511,220.9721,4.15626,0.08691,0.10867,83.46413,0.09553,2.93418,10.92125,2.0575,0,0,12.58247,1.05195,1.04795,0.0917,3.68322,0.35232,32.03255,3.41093,18.23351,5.83185,0.66278,0.03459,0.2735,0.1133,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13036,3.24259,0.58264,0.45353,0.52993,class1
0.84862,0.52837,3.41885,234.50189,4.3565,0.49548,0.23794,83.83897,0.12777,2.27957,10.74455,1.74389,0,0,12.49782,0.964,1.05102,0.08683,3.68466,0.35605,31.88238,3.08172,17.75927,5.37043,0.65933,0.03008,0.26619,0.10435,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83472,2.83049,0.53923,0.4289,0.51335,class1
0.85983,0.51021,3.41249,251.68414,4.29414,0.58788,0.02855,83.01173,0.15778,3.66055,10.83235,1.90218,0,0,12.55254,1.03031,1.04827,0.08808,3.6839,0.33411,31.90213,3.12739,18.02483,5.63837,0.66129,0.03311,0.27501,0.10723,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90428,2.93535,0.56928,0.47435,0.54,class1
0.81256,0.58195,3.38574,292.13677,4.29561,0.54163,0.57852,71.68083,0.11067,3.65299,10.86116,1.98616,0,0,12.53972,0.97431,1.05616,0.09024,3.71504,0.35522,31.90762,3.13997,17.96612,5.58136,0.66106,0.03197,0.27521,0.10346,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,3.15298,0.55092,0.44269,0.52154,class1
0.84492,0.53283,3.38858,222.67205,4.4625,0.62406,0.02881,76.22275,0.12533,3.22526,10.82984,1.88277,0,0,12.52283,0.98175,1.05154,0.08216,3.6901,0.33853,31.82387,2.94141,17.99875,5.61317,0.66106,0.03232,0.27046,0.10428,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02602,3.10662,0.54591,0.44808,0.53477,class1
0.84585,0.5318,3.39811,264.41141,4.45051,0.61834,0.13853,76.15708,0.13988,4.63522,10.84002,1.90363,0,0,12.5525,1.03137,1.04844,0.08752,3.67949,0.34352,31.98161,3.30369,18.02885,5.64224,0.66131,0.0327,0.27104,0.1101,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99124,3.05916,0.56427,0.45036,0.52633,class1
0.83607,0.5463,3.38722,289.14585,4.31083,0.67068,0.07899,68.48293,0.12612,4.0163,10.90539,2.21337,0,0,12.53406,0.97446,1.05008,0.09103,3.6926,0.3475,31.92821,3.18654,18.02483,5.63837,0.66098,0.03175,0.27208,0.10794,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695,2.88361,0.55259,0.46171,0.54549,class1
0.83251,0.5511,3.396,274.958,4.3381,0.7029,0.04832,69.17922,0.13417,3.7258,10.80933,1.72393,0,0,12.55621,1.02385,1.05242,0.08285,3.6949,0.33735,31.82387,2.94141,17.97266,5.58774,0.66149,0.03258,0.27419,0.10576,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00863,3.08303,0.56093,0.46668,0.56083,class1
0.81576,0.5798,2.49817,156.02242,4.14107,0.12699,0.39834,99.91508,0.22528,2.35572,10.66618,1.6867,0,0,12.41569,0.84101,1.05397,0.07995,3.69368,0.33976,31.69345,2.59682,17.24228,4.76364,0.65751,0.02782,0.25871,0.09836,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6956,2.60256,0.63439,0.38678,0.45146,class1
0.84582,0.53221,3.43792,307.12386,4.31495,0.06435,0.69092,71.41762,0.12733,4.05034,10.88412,2.12006,0,0,12.5361,0.96343,1.0536,0.08904,3.70531,0.34682,31.82387,2.94141,17.92049,5.53615,0.66099,0.03139,0.27443,0.10399,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92168,2.96073,0.53923,0.46106,0.52516,class1
0.84808,0.52833,3.39284,257.58441,4.25357,0.59637,0.14926,69.39151,0.13554,3.51796,10.8328,1.92927,0,0,12.53676,0.99419,1.05116,0.08876,3.69129,0.35368,31.85197,3.00974,17.98053,5.59545,0.66076,0.03135,0.27066,0.10805,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97385,3.035,0.56594,0.46018,0.54504,class1
0.87057,0.49204,3.45831,244.40852,4.27048,0.58369,0.35963,70.53014,0.15294,4.71299,10.85289,1.9181,0,0,12.56775,1.02235,1.05205,0.08771,3.69854,0.33978,31.84996,3.00491,18.15526,5.76095,0.66163,0.03251,0.27744,0.10579,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95646,3.01055,0.52922,0.49176,0.55227,class1
0.82966,0.55807,3.41799,252.01396,4.43326,0.35901,0.14466,95.75531,0.10605,3.14772,10.89046,2.04536,0,0,12.55966,1.06486,1.04302,0.09218,3.66199,0.34918,32.08752,3.52216,18.21608,5.81624,0.66209,0.03502,0.26977,0.11467,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02602,3.10662,0.59432,0.43281,0.50852,class1
0.82595,0.56514,3.38347,295.72629,4.32776,0.36345,0.04091,73.54899,0.11647,2.67401,10.79521,1.8166,0,0,12.52897,0.94608,1.05822,0.08572,3.72074,0.35115,31.77433,2.81621,17.93205,5.54768,0.66035,0.03058,0.27527,0.09975,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85211,2.85722,0.5409,0.44606,0.50266,class1
0.832,0.55583,3.3891,295.82869,4.27978,0.41941,0.06636,68.21425,0.12489,3.53725,10.81686,1.87839,0,0,12.53117,0.97839,1.05395,0.08389,3.70447,0.33443,31.85096,3.00732,17.87207,5.4874,0.66064,0.0314,0.27551,0.10145,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00863,3.08303,0.5626,0.46933,0.5536,class1
0.85682,0.51747,3.40665,269.55881,4.27693,0.495,0.84858,72.94661,0.13822,3.28843,10.82571,1.86005,0,0,12.55078,1.01983,1.04908,0.08458,3.68334,0.3302,31.82387,2.94141,18.05092,5.66334,0.66123,0.03204,0.27424,0.10613,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,3.15298,0.55593,0.46166,0.52831,class1
0.85534,0.51972,3.44028,278.56088,4.34136,0.41736,0.19189,77.27762,0.12178,3.83769,10.84198,2.01693,0,0,12.52446,0.96663,1.05258,0.08833,3.69954,0.34456,31.90431,3.1324,17.95436,5.56976,0.66048,0.03153,0.27263,0.10428,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695,2.88361,0.53255,0.47274,0.54417,class1
0.82147,0.57143,3.39813,260.23781,4.32067,0.24775,0.06006,72.44555,0.128,4.13338,10.79416,1.68822,0,0,12.55452,0.98402,1.05852,0.08692,3.7219,0.35142,31.7987,2.87859,18.00272,5.61703,0.66105,0.03134,0.27696,0.10207,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95646,3.01055,0.54424,0.46121,0.5447,class1
0.81281,0.58265,3.39386,274.60553,4.36465,0.19937,0.0196,69.63622,0.11275,2.33745,10.82471,1.96173,0,0,12.53394,0.97872,1.05332,0.09428,3.70606,0.36018,31.85197,3.00974,17.84966,5.46455,0.66053,0.03184,0.2738,0.10589,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695,2.88361,0.57596,0.44491,0.51391,class1
0.86181,0.50788,0.82661,157.00706,4.13484,0.29007,0.12589,139.53596,0.21367,4.31581,10.6285,1.63315,0,0,12.40763,0.90273,1.04385,0.08564,3.64854,0.35703,31.69345,2.59682,17.19011,4.6949,0.65677,0.02818,0.24826,0.10791,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67821,2.57212,0.65943,0.37578,0.48391,class1
0.82944,0.56069,3.39275,256.58412,4.26499,0.19546,0.16831,68.75394,0.14489,2.98611,10.85007,1.91755,0,0,12.56637,0.98702,1.05854,0.08895,3.73126,0.34263,31.92935,3.18909,18.0811,5.69196,0.66139,0.03197,0.28168,0.10194,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88689,2.90965,0.57429,0.45697,0.49237,class1
0.80737,0.59126,3.39417,276.45026,4.22309,0.40787,0.28039,73.26347,0.11725,1.92459,10.74282,1.62456,0,0,12.52623,0.93144,1.06165,0.08373,3.73176,0.35436,31.64325,2.44947,17.77475,5.38675,0.65971,0.0284,0.27581,0.09676,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695,2.88361,0.60935,0.42482,0.46979,class1
0.8362,0.54717,3.39791,252.08687,4.39012,0.16756,0.1943,79.63998,0.10126,2.7479,10.87628,2.1187,0,0,12.52168,0.95389,1.05237,0.08765,3.69893,0.34414,31.87604,3.06687,17.99875,5.61317,0.66065,0.03096,0.2709,0.10585,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695,2.88361,0.53255,0.43026,0.47933,class1
0.83321,0.55183,3.40758,272.01373,4.36612,0.14828,0.76601,68.49491,0.13548,3.38895,10.93234,2.20922,0,0,12.5615,0.99251,1.05309,0.08982,3.70613,0.34351,31.92821,3.18654,18.05092,5.66334,0.66165,0.03203,0.27669,0.10662,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99124,3.05916,0.55927,0.4596,0.5099,class1
0.82003,0.57557,3.37139,330.1642,4.29552,0.33762,0.40039,70.6733,0.12118,3.82171,10.75201,1.66707,0,0,12.52245,0.93093,1.05872,0.08335,3.72032,0.3454,31.69568,2.60317,17.72232,5.33099,0.65988,0.0288,0.27358,0.09947,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90428,2.93535,0.55259,0.43743,0.508,class1
0.83872,0.5437,3.38589,271.35268,4.4091,0.25161,0.62571,76.31136,0.11622,3.9219,10.86088,2.02727,0,0,12.54263,0.99703,1.05108,0.08721,3.69463,0.34283,31.92935,3.18909,18.0811,5.69196,0.66107,0.0324,0.27271,0.10762,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92168,2.96073,0.53756,0.44699,0.51895,class1
0.80878,0.58978,3.39913,167.23159,4.24184,0.27237,0.70543,79.06156,0.11612,3.11133,10.78499,1.89115,0,0,12.49461,0.90379,1.05947,0.09338,3.72674,0.37547,31.74811,2.74728,17.66988,5.27413,0.65943,0.02992,0.2701,0.10187,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85211,2.85722,0.54758,0.42566,0.50869,class1
0.80884,0.588,3.38667,240.53682,4.3493,0.18351,0.12846,69.04891,0.12218,2.44937,10.76377,1.8353,0,0,12.49743,0.92636,1.05609,0.08601,3.71298,0.33717,31.85197,3.00974,17.74497,5.35522,0.65942,0.03011,0.27435,0.09703,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78255,2.74806,0.58264,0.43062,0.48563,class1
0.83874,0.54496,3.41607,227.79714,4.31615,0.10726,0.37762,74.62208,0.1216,2.74158,10.79632,1.67952,0,0,12.56528,1.00468,1.05681,0.08125,3.71651,0.32586,31.7717,2.80938,17.84224,5.45691,0.66132,0.03146,0.27973,0.10124,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,3.15298,0.5576,0.45584,0.49524,class1
0.84747,0.53153,3.39744,281.84855,4.28831,0.29907,0.27545,69.64073,0.13669,2.83974,10.86942,1.99866,0,0,12.55459,1.02185,1.05012,0.08409,3.68785,0.3297,31.87604,3.06687,18.18134,5.78479,0.66141,0.0325,0.27497,0.10605,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97385,3.035,0.54925,0.45256,0.51455,class1
0.83335,0.55448,3.42106,140.85404,4.11734,0.36202,0.33459,136.21736,0.20448,2.74926,10.66642,1.63018,0,0,12.42829,0.89086,1.05132,0.08398,3.68089,0.35464,31.74562,2.74061,17.39879,4.96087,0.6579,0.02965,0.25611,0.10277,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74777,2.69114,0.64775,0.39169,0.46781,class1
0.81697,0.57784,3.43676,265.23531,4.37252,0.33788,0.24212,73.58389,0.10725,1.99099,10.78085,1.85585,0,0,12.51634,0.94713,1.05483,0.0905,3.70769,0.35343,31.75063,2.754,17.78562,5.3982,0.65987,0.03016,0.27241,0.10284,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92168,3.0214,0.56427,0.43472,0.50354,class1
